short_new,long,shorts
Merino 1994,"J. Merino, J.M. Nolla and M. Santos, Aquae Calidae, presència romana a la Selva, Santa Coloma de Farners, 1994.",Merino 1994
KvA Phyle V Akamantis,"E. Curtius, J.A. Kaupert and A. Milchhöfer, Karten von Attika, Text, I-IX, Berlin, 1881-1900.",KvA V
Čižmář 1979,"M. Čižmář and J. Valentová, “Příspěrek k Poznání doby římské na Kutnohorsku. Contribution to our knowledge of the Roman period in the region round Kutná Hora,” ArchRoz 31 (1979) 144-50.",Čižmář 1979
Burdy 1987,"J. Burdy, L’aqueduc romain du Mont-d’Or, Préinventaire des monuments et richesses artistiques, Lyon, 1987.",Burdy 1987
Judeich 1931,"W. Judeich, Topographie von Athen, 2 ed., Munich, 1931.",Judeich 1931
Blanc 1953,"A. Blanc, Valence romaine, Cahiers Valentinois 1, Valence and Bordighera, 1953.",Blanc 1953
Geyer 1998,"B. Geyer et al., “Les marges arides de la Syrie du Nord: résultats préliminaires d’une prospection géoarchéologique,” Bulletin de l’Association des Géographes Français 75 (1998) 213-23.",Geyer 1998
Whitehouse 1973,"D. Whitehouse and A. Williamson, “Sasanian maritime trade,” Iran 11 (1973) 29-49.",Whitehouse 1973
Attema 1993,"P. Attema, An archaeological survey in the Pontine region: a contribution to the early settlement history of south Lazio, 900-100 BC, Groningen, 1993.",Attema 1993
Attema 1991,"P. Attema, “The Contrada Casali. An intensive survey of a new archaic hilltop settlement in the Monti Lepini, south Lazio,” MededRom 50 (1991) 7-62.",Attema 1991
Osanna 1992,"M. Osanna, Chorai coloniali da Taranto a Locri. Documentazione archeologica e ricostruzione storica, Rome, 1992.",Osanna 1992
Pagano 1983,"M. Pagano, “Il Lago Lucrino, ricerche storiche e archeologiche,” Puteoli 7-8 (1983-84), 113-226.",Pagano 1983
Hanfmann 1975,"G.M.A. Hanfmann and J.C. Waldbaum, A survey of Sardis and the major monuments outside the city walls, Cambridge, MA, 1975.",Hanfmann 1975
Quilici 1991b,"L. Quilici, “Il ponte di Mele sulla Via Appia,” ArchClass 43 (1991) 317-27.",Quilici 1991b
Torelli 1999,"M. Torelli, Tota Italia: essays in the cultural formation of Roman Italy, Oxford, 1999.",Torelli 1999
Frédefon 1964,"B. Frédefon, “La voie romaine Tolosa-Divona,” Bulletin de la Société archéologique de Tarn et Garonne (1964) 66-67.",Frédefon 1964
Quilici 1991a,"L. Quilici, “La Via Latina e l’organizzazione del territorio attorno alla Civita di Artena,” in J. Mertens and R. Lambrechts (eds.), Comunità indigene e problemi della romanizzazione nell’Italia centro-meridionale (IVº-IIIº sec. av. C.), Institut Historique Belge de Rome. Etudes de philologie, d’archéologie et d’histoire anciennes 29, pp. 195-216, Brussels and Rome, 1991.",Quilici 1991a
Kalpaxis 1995,"T. Kalpaxis, A. Schnapp and D. Viviers, “Itanos (Crète orientale),” BCH 119 (1995) 713-36.",Kalpaxis 1995
Horvat 1990,"J. Horvat, Nauportus (Vrhnika), Ljubljana, 1990.",Horvat 1990
Lind 1981,"L. Lind, Roman denarii found in Sweden, vol. 2. Catalogue. Text, Stockholm, 1981.",Lind 1981
Whatmough 1933,"J. Whatmough, The prae-Italic dialects of Italy II. The Raetic, Lepontic, Gallic, East-Italic, Messapic and Sicel inscriptions, London, 1933.",Whatmough 1933
Tskitishvili 1977,"G.G. Tskitishvili, “Rezultaty rabot na ‘Tsikhia-Gora’ (1971-1974 gg.),” KSIA 151 (1977) 87-93.",Tskitishvili 1977
Demandt 1989,"A. Demandt, Die Spätantike. Römische Geschichte von Diocletian bis Justinian 284-565 n. Chr., Munich, 1989.",Demandt 1989
Petit 1991,"C. Petit, P.-Y. Péchoux and P. Aupert, “5. La campagne de prospection,” in E. du Bouetiez et al., “Rapport sur les travaux de l’Ecole française à Amathonte de Chypre en 1990,” BCH 115 (1991) 775-87.",Petit 1991
Boyrie-Fenié 1983,"B. Boyrie-Fenié, “Aperçu sur la voie romaine Bordeaux-Dax par Salles,” Bulletin de la Société de Borda 391 (1983) 443-46.",Boyrie-Fenié 1983
Arakelian 1967,"B.N. Arakelian and A.A. Martirosian, “Arkheologicheskoye izucheniye Armenii za gody Sovyetskoy vlasti,” SA 4 (1967) 26-47.",Arakelian 1967
Cantarelli 1986,"F. Cantarelli, “Le fonti,” in R. Poggiani Keller (ed.), Bergamo dalle origini all’altomedioevo, pp. 33-46, Modena, 1986.",Cantarelli 1986
De Maigret 1997,"A. De Maigret, “The Frankincense Road from Najran to Ma'an: a hypothetical itinerary,” in A. Avanzini (ed.), Profumi d’Arabia, pp. 315-32, Rome, 1997.",De Maigret 1997
Azzena 1987,"G. Azzena, Atri. Forma e urbanistica, Rome, 1987.",Azzena 1987
Epifanio 1984,"E. Epifanio and S. Vassallo, “Terravecchia di Cuti. Scavi nel santuario extraurbano in contrada Cuti (1980 e 1982),” Kokalos 30-31 (1984-85) 651-53.",Epifanio 1984
Godłowski 1959,"K. Godłowski, “Materiały z cmentarzyska z późnego okresu wpływów rzymskich w Opatowie, pow. Kłobuck,” MatArch 1 (1959) 173-277.",Godłowski 1959
Bourke 1989,"E. Bourke, “Stoneyford: a first-century Roman burial from Ireland,” Archaeology Ireland 3.2 (1989) 56-57.",Bourke 1989
Filip 1966,"J. Filip (ed.), Enzyklopädisches Handbuch zur Ur- und Frühgeschichte Europas, 2 vols., Prague, 1966, 1969.",Filip 1966
Böhner 1966,"K. Böhner et al. (eds.), Saarland, Führer zu vor- und frühgeschichtlichen Denkmälern Band 5, Mainz, 1966.",Böhner 1966
Sidebotham 1996b,"S.E. Sidebotham and W.Z. Wendrich (eds.), Berenike 1995. Preliminary report of the 1995 excavations at Berenike (Egyptian Red Sea coast) and the survey of the Eastern Desert, Leiden, 1996.",Sidebotham 1996
French 1988,"D. French, Roman roads and milestones of Asia Minor, 2 vols., British Institute of Archaeology at Ankara Monograph 9; BAR International series 392 (i-ii), Oxford, 1988.",French 1988
Mathiesen 1992,"H.E. Mathiesen, Sculpture in the Parthian empire. A study in chronology, II. Catalogue, Aarhus, 1992.",Mathiesen 1992
Krizmanich 1981,"V. Krizmanich, “Sulla centuriazione romana dell’ Istria,” Istria nobilissima 14 (1981) 181-90.",Krizmanich 1981
Fernández Gómez 1986,"F. Fernández Gómez, Excavaciones arqueológicas en El Raso de Candeleda, Avila, 1986.",Fernández Gómez 1986
Duval 1986,"Y. Duval, “Nice-Cimiez,” in Y. Duval, P.-A. Février and J. Guyon (eds.), Topographie chrétienne des cités de la Gaule des origines au milieu du VIII siècle, II. Provinces ecclésiastiques d’Aix et d’Embrun, pp. 77-88, Paris, 1986.",Duval 1986
Bates 1914,"O. Bates, The eastern Libyans: an essay, London, 1914.",Bates 1914
Duval 1984,"N. Duval et al. (eds.), Caričin Grad, Recherches archéologiques Franco-Yougoslaves à Caričin Grad, CEFR 75, 2 vols., Belgrade and Rome, 1984, 1990.",Duval 1984
Zardarian 1994,"M.H. Zardarian and H.P. Akopian, “Archaeological excavations of ancient monuments in Armenia 1985-1990,” Ancient Civilizations from Scythia to Siberia 1.2 (1994) 169-95.",Zardarian 1994
MacAdam 1980,"H.I. MacAdam, “The Nemara inscription: some historical considerations,” Abhath 28 (1980) 3-16.",MacAdam 1980
Tocco 1990,"G. Tocco, “La villa di Moltone (Tolve),” in M. Salvatore (ed.), Basilicata. L’espansionismo romano nel sud-est d’Italia. Il quadro archeologico, pp. 95-100, Venosa, 1990.",Tocco 1990
Tischler 1977,"J. Tischler, Kleinasiatische Hydronymie, Wiesbaden, 1977.",Tischler 1977
Calder 1957,"W.M. Calder, “Note on A classical map of Asia Minor,” British Institute of Archaeology at Ankara 1957, Anatolian Studies Suppl. to vol. 7.",Calder 1957
Weber 1904,"G. Weber, “Wasserleitungen in kleinasiatischen Städten,” JDAI 19 (1904) 86-101.",Weber 1904
Klemm 1993,"R. Klemm and D. D. Klemm, Steine und Steinbrüche im alten Ägypten, Berlin and Heidelberg, 1993.",Klemm 1993
Wilson 1985,"R.J.A. Wilson, review of Manni 1981, in JRS 75 (1985) 296-99.",Wilson 1985
Rigoni 1987,"M. Rigoni, “La città romana: aspetti archeologici,” in A. Broglio and L. Cracco Ruggini (eds.), Storia di Vicenza, I. Il territorio. La preistoria. L’età romana, pp. 159-88, Vicenza, 1987.",Rigoni 1987
Wilson 1987,"R.J.A. Wilson, “Archaeology in Sicily, 1982-87,” ArchRep 34 (1987-88) 105-50.",Wilson 1987
Sijpesteijn 1992,"P.J. Sijpesteijn and K.A. Worp, “Six Cairo papyri,” ZPE 80 (1992) 257-68.",Sijpesteijn 1992
Stokin 1990,"M. Stokin, “Piran/Piranon,” Arh. preg. 29 (1990) 181-83.",Stokin 1990
Ribezzo 1930,"F. Ribezzo, “Roma delle origini, Sabini e Sabelli,” Rivista indo-greco-italica 14 (1930) 59-99.",Ribezzo 1930
Sensi 1992,"L. Sensi, “L’iscrizione rupestre di Triponzo a la via Nursina,” in L. Gasperini (ed.), Rupes Loquentes: Atti del Convegno internazionale di studio sulle iscrizioni rupestri di età romana in Italia, pp. 243-52, Rome, 1992.",Sensi 1992
Desbordes 1982,"J.-M. Desbordes, “Un ancien itinéraire de long parcours entre Armorique et Méditerranée,” TAL 3 (1982) 15-22.",Desbordes 1982
Bonomi Ponzi 1985,"L. Bonomi Ponzi, “Topographic survey of the Colfiorito di Foligno plateau. A contribution towards the study of the population in the territory of the Plestini,” in C. Malone and S. Stoddart (eds.), Papers in Italian archaeology IV.i, BAR International series 243, pp. 201-38, Oxford, 1985.",Bonomi Ponzi 1985
Beschaouch 1974a,"A. Beschaouch, “La découverte de trois cités en Afrique proconsulaire (Tunisie) : Alma, Ureu, et Asadi,” CRAI (1974) 219-34.",Beschaouch 1974a
Beschaouch 1974b,"A. Beschaouch, “Trois inscriptions romaines récemment découvertes en Tunisie,” BCTH n.s. 10-11B (1974-75) 193-94.",Beschaouch 1974b
Török 1998,"L. Török, The kingdom of Kush: handbook of the Napatan-Meroitic civilization, Leiden, 1998.",Török 1998
Calzolari 1989a,"M. Calzolari, “Il Po tra geografia e storia: l’età romana,” in Civiltà Padana. Archeologia e storia del territorio, pp. 13-43, Mantua, 1989.",Calzolari 1989a
Libertini 1921,"G. Libertini, Le isole Eolie nell’antichità greca e romana, Florence, 1921.",Libertini 1921
Feissel 1989,"D. Feissel and J. Gascou, “Document d’archives romains inédits du Moyen Euphrate (III siècle après J.C.),” CRAI (1989) 535-61.",Feissel 1989
Meredith 1953,"D. Meredith, “The Roman remains in the Eastern Desert of Egypt (continued),” JEA 39 (1953) 95-106.",Meredith 1953
Roll 1986,"I. Roll and E. Ayalon, “Roman roads in western Samaria,” PEQ 118 (1986) 113-34.",Roll 1986
Miletić 1993,"Ž. Miletić, “Rimska cestovna mreža između Arauzone i Tragurija / Roman road network between Arausona and Tragurium,” Radovi Fil. fak. Zad. 18 (1993) 63-88.",Miletić 1993
Whitwell 1992,"J.B. Whitwell, Roman Lincolnshire, 2 ed., Lincoln, 1992.",Whitwell 1992
Repetti I-VI,"E. Repetti, Dizionario geografico-fisico-storico della Toscana, 6 vols., Florence, 1833-45.",Repetti I-VI
De Siena 1986,"A. De Siena and M. Tagliente (eds.), Siris-Polieion. Fonti letterarie e nuova documentazione archeologica, Galatina, 1986.",De Siena 1986
Oleson 1992,"J.P. Oleson, “The water-supply system of ancient Auara,” in G. Bisheh, M. Zaghloul and I. Kehrberg (eds.), Studies in the history and archaeology of Jordan, vol. 4 pp. 269-76, Amman, 1992.",Oleson 1992
Dalman 1933,"K.O. Dalman, Das Valens-Aquädukt in Konstantinopel, Bamberg, 1933.",Dalman 1933
Canivet 1987,"P. Canivet and M.-T. Canivet, Huarte, sanctuaire chrétien d’Apamène (IV - VI siècles), 2 vols., Paris, 1987.",Canivet 1987
van Minnen 1994,"P. van Minnen, “Une nouvelle liste de toponymes du nome Hermopolite,” ZPE 101 (1994) 83-86.",van Minnen 1994
Papachristodoulou 1988,"I. Papachristodoulou, “Recent investigations and activities carried out by the Archaeological Service of the Dodecanese,” in S. Dietz and I. Papachristodoulou (eds.), Archaeology in the Dodecanese, pp. 201-209, Copenhagen, 1988.",Papachristodoulou 1988
Jażdżewska 1986,"M. Jażdżewska, “Ein römischer Legionärshelm aus Polen,” Germania 64 (1986) 61-73.",Jażdżewska 1986
Tudor 1968a,"D. Tudor, Oltenia Romană, Bucharest, 1968.",Tudor 1968a
Briquel 1984,"D. Briquel, Les Pélasges en Italie: recherches sur l’histoire de la légende, Rome, 1984.",Briquel 1984
Gazzetti 1986,"G. Gazzetti, “La ‘mansio’ di Vacanas al XXI miglio della Via Cassia,” in Archeologia nella Tuscia 2, Quaderni del Centro di studio per l’archeologia centro-italica 13, pp. 155-65, Rome, 1986.",Gazzetti 1986
Papachristodoulou 1983,"I.C. Papachristodoulou, “Γεομετρικά εὑρήματα στο Βάτι ‛Ρόδου,” ASAA n.s. 45 (1983) 9-17.",Papachristodoulou 1983
Hope Simpson 1962,"R. Hope Simpson and J.F. Lazenby, “Notes from the Dodecanese,” BSA 57 (1962) 154-75.",Hope Simpson 1962
Pernička 1966,"I. M. Pernička, Die Keramik der älteren römischen Kaiserzeit in Mähren, Brno, 1966.",Pernička 1966
Hiller 1892,"F. Hiller von Gaertringen, “Moderne und antike Ortsnamen auf Rhodos,” AthMitt 17 (1892) 307-18.",Hiller 1892
Moora 1938,"H. Moora, Die Eisenzeit in Lettland bis etwa 500 n. Chr.: Analyse, vol. 2, Tartu, 1938.",Moora 1938
Hewsen 1984,"R.H. Hewsen, “Introduction to Armenian historical geography: the boundaries of Orontid Armenia,” REArm n.s. 18 (1984) 347-66.",Hewsen 1984
CAGR 2,"P. Couissin, A. Donnadieu and P. Goby, Carte archéologique de la Gaule romaine, II. Var, Paris, 1932.",CAGR 2
CAGR 5,"F. Benoit, Carte archéologique de la Gaule romaine, V. Bouches-du-Rhône, Paris, 1936.",CAGR 5
Bondesan 1990,"M. Bondesan, “L’area deltizia padana: caratteri geografici e geomorfologici,” in C. Bassi (ed.), Il Parco del delta del Po: studi ed immagini, vol. 1, pp. 9-48, Ferrara, 1990.",Bondesan 1990
CAGR 7,"J. Sautel, Carte archéologique de la Gaule romaine, VII. Vaucluse, Paris, 1939.",CAGR 7
CAGR 6,"H. de Gérin-Ricard and A. Blanchet, Carte archéologique de la Gaule romaine, VI. Basses-Alpes, Paris, 1937.",CAGR 6
CAGR 9,"M.E. Bonnet, Carte archéologique de la Gaule romaine, IX. Aveyron, Paris, 1944.",CAGR 9
CAGR 8,"M. Louis and A. Blanchet, Carte archéologique de la Gaule romaine, VIII. Gard, Paris, 1941.",CAGR 8
Sensi 1974,"L. Sensi, “Trebiae,” QuadTop 6 (1974) 183-90.",Sensi 1974
Schilardi 1973,"D. Schilardi, “A fortified acropolis on the Oikonomos island of Paros,” AAAth 6 (1973) 260-65.",Schilardi 1973
Coccolini 1983,"G. Coccolini, L’acquedotto romano di Bologna, Bologna, 1983.",Coccolini 1983
Cavanagh 1996,"W. Cavanagh et al. (eds.), Continuity and change in a Greek rural landscape. The Laconia survey, II: archaeological data, BSA Suppl. 27, London, 1996.",Cavanagh 1996
Petru 1978,"S. Petru and P. Petru, Neviodunum (Drnovo pri Krškem), Katalogi in monografije 15, Ljubljana, 1978.",Petru 1978
Dussaud 1927,"R. Dussaud, Topographie historique de la Syrie antique et médiévale, BAH 4, Paris, 1927.",Dussaud 1927
Westholm 1963,"A. Westholm, Labraunda I.2: The architecture of the Hieron, Lund, 1963.",Westholm 1963
Römer Bayern,"W. Czysz et al. (eds.), Die Römer in Bayern, Stuttgart and Aalen, 1995.",Römer Bayern
Reggiani Massarini 1988,"A. M. Reggiani Massarini, Santuario degli Equicoli a Corvaro. Oggetti votivi del Museo Nazionale Romano, Rome, 1988.",Reggiani Massarini 1988
Petru 1971,"P. Petru, Hišaste žare Latobikov / Hausurnen der Latobiker, Situla 11, Ljubljana, 1971.",Petru 1971
Tomasello 1992,"F. Tomasello, “L’edificio termale di Misterbianco. Problemi di metodologia progettuale antica,” CronASA 31 (1992) 117-22.",Tomasello 1992
Aliyev 1974,"K. Aliyev, Kavkazskaya Albaniya (I v. do n.e.-I v. n.e.), Baku, 1974.",Aliyev 1974
Meyer 1994,"C. Meyer, “Gold, granite and water: the Bir Umm Fawakhir survey project 1992,” AASOR 52 (1994) 37-92.",Meyer 1994
Marcillet-Jaubert 1968,"J. Marcillet-Jaubert, Les inscriptions d’Altava, Aix-en-Provence, 1968.",Marcillet-Jaubert 1968
Zolotas 1908,"G.I. Zolotas, “’Επιγραφαὶ Χίου καὶ ’Ερύθρων ἀνεκδοτοί,” Athena 20 (1908) 119-381.",Zolotas 1908
Speidel 1988,"M. Speidel, “Nubia’s Roman garrison,” ANRW 2.10.1 (1988) 767-98.",Speidel 1988
Mattingly 1998,"D.J. Mattingly et al., “The Fezzan Project 1998: preliminary report on the second season of work,” LibSt 29 (1998) 115-44.",Mattingly 1998
Mandilaras 1993,"B.G. Mandilaras, P. Sta. Xyla, the Byzantine Papyri of the Greek Papyrological Society, vol. 1, Athens, 1993.",Mandilaras 1993
Bermond 1992,"I. Bermond, J.-C. Pellecuer and M. Compan, “Recherches récentes sur l’agglomération gallo-romain de Balaruc-les-Bains (Hérault) (1986-1991),” AL 16 (1992) 63-85.",Bermond 1992
Kirk 1985,"G.S. Kirk, The Iliad: a commentary, vol. 1, Cambridge, 1985.",Kirk 1985
Speidel 1987,"M.P. Speidel, “The Roman road to Dumata (Jawf in Saudi Arabia) and the frontier strategy of praetensione colligare,” Historia 36 (1987) 213-21.",Speidel 1987
Fauduet 1993,"I. Fauduet and D. Bertin, Atlas des sanctuaires romano-celtiques de Gaule, Paris, 1993.",Fauduet 1993
Dall’Aglio 1991,"P.L. Dall’Aglio, S. De Maria and A. Mariotti (eds.), Archeologia della valli marchigiane: Misa, Nevola e Cesano, Perugia, 1991.",Dall’Aglio 1991
Bader 1992,"A. Bader et al., “Materials for an archaeological map of Margiana: Köne Kishman,” Mesopotamia 27 (1992) 225-50.",Bader 1992
Shaw 1993,"I. Shaw and R. Jameson, “Amethyst mining in the Eastern Desert: a preliminary survey at Wadi el-Hudi,” JEA 79 (1993) 81-97.",Shaw 1993
Barker 1996,"G. Barker et al. (eds.), Farming the desert. The UNESCO Libyan Valleys archaeological survey, vol. 1: synthesis, UNESCO, Paris, 1996.",Barker 1996
Barker 1995,"G. Barker, A Mediterranean valley: landscape archaeology and annales history in the Biferno Valley, Leicester, 1995.",Barker 1995
Lattanzi 1990,"E. Lattanzi, “L’attività archeologica in Calabria, 1989,” in AttiMGrecia 29 (1989) 579-93.",Lattanzi 1990
Catalli 1993,"F. Catalli, “Acquisizioni nell’area della Magliana,” QuadAEI 21 (1993) 109-12.",Catalli 1993
Barker 1999,"G.W. Barker et al., “Environment and land use in the Wadi Faynan, southern Jordan: the third season of geoarchaeology and landscape archaeology (1998),” Levant 31 (1999) 255-92.",Barker 1999
Galanina 1997,"L.K. Galanina, Die Kurgane von Kelermes, Moscow, 1997.",Galanina 1997
Ismizade 1956,"O.S. Ismizade, Yaloylutepinskaya kul’tura, Baku 1956.",Ismizade 1956
Partsch 1887,"J. Partsch, Die Insel Korfu. Eine geographische Monographie, Petermanns Mitteilungen 88, Gotha, 1887.",Partsch 1887
Ferchiou 1980a,"N. Ferchiou, “Sur quelques membres de la tribu Arnensis. Inscriptions de Henchir Romana (en Tunisie),” CahTun 28, 111-12 (1980) 9-24.",Ferchiou 1980a
Ferchiou 1977a,"N. Ferchiou, “Note sur deux inscriptions du Jebel Mansour (Tunisie),” CahTun 25, 99-100 (1977) 9-20.",Ferchiou 1977a
Pitts 1985,"L.F. Pitts and J.K. St Joseph, Inchtuthil: the Roman legionary fortress excavations, 1952-65, London, 1985.",Pitts 1985
Pitts 1987,"L.F. Pitts, “Roman style buildings in Barbaricum (Moravia and SW Slovakia),” OJA 6.2 (1987) 219-36.",Pitts 1987
Pitts 1989,"L.F. Pitts, “Relations between Rome and the German ‘kings’ on the middle Danube in the first to fourth centuries A.D.,” JRS 79 (1989) 45-58.",Pitts 1989
Lugli 1966,"G. Lugli, “I confini del pomerio suburbano di Roma primitiva,” Mélanges d’archéologie, d’épigraphie et d’histoire offerts à Jérôme Carcopino, pp. 641-50, Paris, 1966.",Lugli 1966
